id,name,constituencyLabel,constituency,partyLabel,party
Q61694569,Christian Corleytey Otuteye,Sege,Q7446217,NDC,Q200875
Q61694659,Linda Obenwaa Akweley Ocloo,Shai-Osudoku,Q7462373,NDC,Q200875
Q61748023,Kofi Brako,Tema Central,Q55634894,NPP,Q1148441
Q35562256,Daniel Nii Kwartey Titus-Glover,Tema East,Q7697957,NPP,Q1148441
Q34505430,Carlos Kingsley Ahenkora,Tema West,Q7697965,NPP,Q1148441
Q61694667,Moses Anim,Trobu,Q55636225,NPP,Q1148441
Q58010409,Tina Gifty Naa Ayeley Mensah,Weija Gbawe,Q7980171,NPP,Q1148441
Q30323575,Dominc Aduna Bingab Nitiwul,Bimbilla,Q4913713,NPP,Q1148441
Q61694780,Ziblim Iddi,Gushiegu,Q5620884,NPP,Q1148441
Q61694776,Alhassan Sualihu Dandaawa,Karaga,Q6367883,NDC,Q200875
Q61694737,Matthew Nyindam,Kpandai,Q6435709,NPP,Q1148441
Q16218681,Ras Mubarak,Kumbungu,Q6443775,NDC,Q200875
Q55583739,Abdul-Aziz Mohammed,Mion,Q16733862,NDC,Q200875
Q61694752,Mohammed Hardi Tuferu,Nanton,Q6964339,NPP,Q1148441
Q61694567,Charles Bintin Binipon,Saboba,Q7396276,NPP,Q1148441
Q16146239,Alhassan Bashir Fuseini,Sagnarigu,Q55632328,NDC,Q200875
Q61694746,Abdul-Samed Gunu Mohammed,Savelugu,Q7428159,NPP,Q1148441
Q16194544,Alhassan Inusah Fuseini,Tamale Central,Q7680587,NDC,Q200875
,Suhuyini Alhassan Sayibu,Tamale North,Q16734140,NDC,Q200875
Q16211514,Haruna Iddrisu,Tamale South,Q7680589,NDC,Q200875
Q61694702,Tampi Achemapong Simon,Tatale-Sanguli,Q55642216,NDC,Q200875
Q61694759,Wahab Suhiyini Wumbei,Tolon,Q7814568,NPP,Q1148441
Q61694710,Thomas Donkor Ogajah,Wulensi,Q8039154,NPP,Q1148441
Q61694777,Mohammed Habibu Tijani,Yendi,Q8052212,NPP,Q1148441
Q61694763,Alhassan Umar,Zabzugu,Q55638184,NDC,Q200875
Q43388749,Solomon Namliit Boar,Bunkpurugu,Q55606148,NPP,Q1148441
Q61694694,Samuel Abdulai Jabanyite,Chereponi,Q5091889,NDC,Q200875
Q1569692,Alima Hajia Mahama,Nalerigu Gambaga,Q6960868,NPP,Q1148441
Q61694774,Sagre Bambangi,Walewale,Q7961848,NPP,Q1148441
Q61694762,Abdul-Rauf Tanko Ibrahim,Yagaba-Kubori,Q8046669,NDC,Q200875
Q61694626,Naabu Joseph Bipoba,Yunyoo,Q55638167,NDC,Q200875
,Azuz Abdl Amuniru,Akan,Q4700241,NDC,Q200875
Q61694645,Nyanpong Kojo Aboagye,Biakoye,Q4902438,NDC,Q200875
Q61694572,Daniel Kosi Ashiamah,Buem,Q4985383,NDC,Q200875
Q61694666,Yaw Michael Gyato,Krachi East,Q6435772,NPP,Q1148441
Q61694621,John Majisi,Krachi Nchumuru,Q55616237,NDC,Q200875
Q16192857,Helen Adjoa Ntoso,Krachi West,Q6435773,NDC,Q200875
Q61694618,John Oti Kwabena Bless,Nkwanta North,Q7042673,NDC,Q200875
Q61694606,Geoffrey Kini,Nkwanta South,Q7042676,NDC,Q200875
Q61694778,Yusif Sulemana,Bole Bamboi,Q4939130,NDC,Q200875
Q61694758,Shaibu Mahama Kalba,Daboya-Mankarigu,Q55608819,NDC,Q200875
Q61694754,Adam Mutawakilu,Damango,Q56289937,NDC,Q200875
Q61694760,Alhassan Mumuni,Salaga North,Q55632379,NDC,Q200875
Q61694761,Salifu Adam Braimah,Salaga South,Q55632380,NPP,Q1148441
Q61694545,Andrew Dari Chiwetey,Sawla-Tuna-Kalba,Q7428652,NDC,Q200875
Q61694616,John Abdulai Jinapor,Yapei-Kusawgu,Q8049104,NDC,Q200875
Q6732981,Mahama Ayariga,Bawku Central,Q4873784,NDC,Q200875
Q61694687,Robert Baba Kuganab-Lem,Binduri,Q4914066,NDC,Q200875
Q61694730,Isaac Adongo,Bolgatanga Central,Q4939409,NDC,Q200875
Q61694577,Dominic Akuritinga Ayine,Bolgatanga East,Q55605705,NDC,Q200875
Q61694581,Edward Abambire Bawa,Bongo,Q16255147,NDC,Q200875
Q61694520,James Agalga,Builsa North,Q4986660,NDC,Q200875
Q61694570,Clement Apaak,Builsa South,Q4986662,NDC,Q200875
,Rudolph Nsowine Amenga-Etego,Chiana-Paga,Q5095166,NDC,Q200875
Q61694718,Albert Akuka Alaalzuga,Garu,Q5524454,NDC,Q200875
Q61694663,Mark Kurt Nawaane,Nabdam,Q16733886,NDC,Q200875
Q1451907,Joseph Kofi Adda,Navrongo Central,Q6982566,NPP,Q1148441
Q61694769,Laadi Ayii Ayamba,Pusiga,Q7261871,NDC,Q200875
Q61694559,Benson Tongo Baaba,Talensi,Q7679170,NDC,Q200875
Q61694629,Joseph Dindiock Kpemka,Tempane,Q55634896,NPP,Q1148441
Q43388748,Frank Fuseini Adongo,Zebilla,Q8068264,NPP,Q1148441
,Issa Sebastian N. Sandaare,"Daffiama, Bussie, Issa",Q6957957,NDC,Q200875
Q61694601,Francis Bawaana Dakurah,Jirapa,Q6202988,NDC,Q200875
Q61694723,Edward Kaale-Ewola Dery,Lambussie,Q6481622,NDC,Q200875
Q35563113,Anthony N-Yoh Abayifaa Karboh,Lawra,Q55616652,NPP,Q1148441
Q2637206,Alban Sumana Kingsford Bagbin,Nadowli West,Q16733888,NDC,Q200875
Q459187,Ambrose Dery,Nandom,Q55624614,NPP,Q1148441
,Abbas Ridwan Dauda,Sissala East,Q7530927,NPP,Q1148441
Q61694773,Patrick Al-hassan Adamah,Sissala West,Q7530929,NPP,Q1148441
Q4665233,Abdul-Rashid Hassan Pelpuo,Wa Central,Q7958540,NDC,Q200875
Q61694611,Bayon Godfrey Tangu,Wa East,Q7958539,NPP,Q1148441
Q1708293,Joseph Yieleh Chireh,Wa West,Q7958545,NDC,Q200875
Q61694653,Kwame Governs Agbodza,Adaklu,Q25212548,NDC,Q200875
Q61694547,Oforiwaa Angela Alorwu-Tay,Afadjato South,Q25212550,NDC,Q200875
Q61694566,Charles Ageve,Agotime-Ziope,Q25212568,NDC,Q200875
Q61694682,Peter Nortsu-Kotoe,Akatsi North,Q25212567,NDC,Q200875
Q61694560,Bernard Ahiafor,Akatsi South,Q4828148,NDC,Q200875
Q5131356,Clement Kofi Humado,Anlo,Q4766139,NDC,Q200875
Q61694541,Alexander R Hottordze,Central Tongu,Q5061918,NDC,Q200875
Q61694557,Benjamin Komla Kpodo,Ho Central,Q16733629,NDC,Q200875
Q61694590,Emmanuel Kwasi Bedzra,Ho West,Q5874197,NDC,Q200875
Q26899284,Bernice Adiku Heloo,Hohoe South,Q5877679,NDC,Q200875
Q61695373,Richard Quashigah,Keta,Q6395291,NDC,Q200875
Q61694615,James Klutse Avedzi,Ketu North,Q6395584,NDC,Q200875
Q16196930,Fifi Fiavi Franklin Kwetey,Ketu South,Q6395587,NDC,Q200875
Q26923790,Della Sowah,Kpando,Q55616235,NDC,Q200875
Q57915843,Joycelin Tetteh,North Dayi,Q7055106,NDC,Q200875
Q21062553,Samuel Okudzeto Ablakwa,North Tongu,Q7057019,NDC,Q200875
Q61694690,K E Rockson-Nelson Dafeamekpor,South Dayi,Q7567020,NDC,Q200875
Q61694633,Kobena Mensah Wisdom Woyome,South Tongu,Q7568665,NDC,Q200875
Q61694579,Ebenezer Kojo Kum,Ahanta West,Q4694967,NPP,Q1148441
Q61694683,Peter Yaw Kwakye Ackah,Amenfi Central,Q4742406,NDC,Q200875
Q61694676,Patrick Bogyako-Saim,Amenfi East,Q4742408,NPP,Q1148441
Q61679998,Eric Afful,Amenfi West,Q4742410,NDC,Q200875
Q61694627,Joseph Cudjoe,Effia,Q55610583,NPP,Q1148441
Q5373131,Emmanuel Armah-Kofi Buah,Ellembelle,Q5364703,NDC,Q200875
Q1691433,Joe Ghartey,Essikado-Ketan,Q5399903,NPP,Q1148441
Q31751713,Catherine Abelema Afeku,Evalue-Ajomoro-Gwira,Q5415295,NPP,Q1148441
Q61694680,Paul Essien,Jomoro,Q6270229,NPP,Q1148441
Q61696427,Joseph Mensah,Kwesimintsim,Q55616321,NPP,Q1148441
Q61694537,Alex Kofi Agyekum,Mpohor,Q55623969,NPP,Q1148441
Q35561192,Barbara Oten-Gyasi,Prestea-Huni Valley,Q7241764,NPP,Q1148441
Q30302039,Andrew Kofi Egyapa Mercer,Sekondi,Q7447319,NPP,Q1148441
Q61694550,Ato Panford,Shama,Q7487376,NPP,Q1148441
Q16731126,Kwabena Okyere Darko-Mensah,Takoradi,Q7678475,NPP,Q1148441
Q61694609,George Mireku Duker,Tarkwa-Nsuaem,Q7686295,NPP,Q1148441
Q61694614,Isaac Adjei Mensah,Wassa East,Q55637443,NDC,Q200875
Q61694736,Mathias Kwame Ntow,Aowin,Q4778823,NDC,Q200875
Q61679882,Richard Acheampong,Bia East,Q55605379,NDC,Q200875
Q61694551,Augustine Tawiah,Bia West,Q55605380,NDC,Q200875
Q35563257,Kingsley Aboagye-Gyedu,Bibiani-Anhwiaso-Bekwai,Q4903042,NPP,Q1148441
Q61694693,Sampson Ahi,Bodi,Q55605676,NDC,Q200875
Q61694640,Kwabena Mintah Akandoh,Juabeso,Q6298720,NDC,Q200875
Q61694538,Djornobuah Alex Tetteh,Sefwi-Akontombra,Q7446134,NPP,Q1148441
Q48772825,Kwaku Afriyie,Sefwi-Wiawso,Q7446135,NPP,Q1148441
Q61694704,Kofi Essuah Michael Stephen Ackah,Suaman,Q7630462,NDC,Q200875
